t,x(t)
0.322,0.365611
0.324,0.367856
0.326,0.3701
0.328,0.372343
0.33,0.374585
0.332,0.376827
0.334,0.379068
0.336,0.381307
0.338,0.383546
0.34,0.385784
0.342,0.388022
0.344,0.390258
0.346,0.392493
0.348,0.394728
0.35,0.396961
0.352,0.399194
0.354,0.401426
0.356,0.403656
0.358,0.405886
0.36,0.408115
0.362,0.410343
0.364,0.41257
0.366,0.414795
0.368,0.41702
0.37,0.419244
0.372,0.421467
0.374,0.423688
0.376,0.425909
0.378,0.428128
0.38,0.430347
0.382,0.432564
0.384,0.43478
0.386,0.436995
0.388,0.439209
0.39,0.441422
0.392,0.443634
0.394,0.445845
0.396,0.448054
0.398,0.450262
0.4,0.452469
0.402,0.454675
0.404,0.45688
0.406,0.459083
0.408,0.461285
0.41,0.463486
0.412,0.465686
0.414,0.467884
0.416,0.470082
0.418,0.472278
0.42,0.474472
0.422,0.476665
0.424,0.478857
0.426,0.481048
0.428,0.483237
0.43,0.485425
0.432,0.487612
0.434,0.489797
0.436,0.491981
0.438,0.494163
0.44,0.496344
0.442,0.498524
0.444,0.500702
0.446,0.502879
0.448,0.505054
0.45,0.507228
0.452,0.5094
0.454,0.511571
0.456,0.51374
0.458,0.515908
0.46,0.518074
0.462,0.520239
0.464,0.522402
0.466,0.524564
0.468,0.526724
0.47,0.528882
0.472,0.531039
0.474,0.533194
0.476,0.535348
0.478,0.5375
0.48,0.53965
0.482,0.541799
0.484,0.543946
0.486,0.546092
0.488,0.548235
0.49,0.550377
0.492,0.552518
0.494,0.554656
0.496,0.556793
0.498,0.558928
0.5,0.561061
0.502,0.563193
0.504,0.565323
0.506,0.567451
0.508,0.569577
0.51,0.571701
0.512,0.573824
0.514,0.575944
0.516,0.578063
0.518,0.58018
0.52,0.582295
0.522,0.584408
0.524,0.586519
0.526,0.588628
0.528,0.590736
0.53,0.592841
0.532,0.594944
0.534,0.597046
0.536,0.599145
0.538,0.601242
0.54,0.603338
0.542,0.605431
0.544,0.607523
0.546,0.609612
0.548,0.611699
0.55,0.613784
0.552,0.615867
0.554,0.617948
0.556,0.620027
0.558,0.622103
0.56,0.624178
0.562,0.62625
0.564,0.62832
0.566,0.630388
0.568,0.632454
0.57,0.634518
0.572,0.636579
0.574,0.638638
0.576,0.640695
0.578,0.642749
0.58,0.644802
0.582,0.646852
0.584,0.648899
0.586,0.650945
0.588,0.652987
0.59,0.655028
0.592,0.657066
0.594,0.659102
0.596,0.661136
0.598,0.663167
0.6,0.665195
0.602,0.667222
0.604,0.669245
0.606,0.671267
0.608,0.673285
0.61,0.675302
0.612,0.677315
0.614,0.679327
0.616,0.681335
0.618,0.683342
0.62,0.685345
0.622,0.687346
0.624,0.689345
0.626,0.69134
0.628,0.693333
0.63,0.695324
0.632,0.697312
0.634,0.699297
0.636,0.70128
0.638,0.703259
0.64,0.705236
0.642,0.707211
0.644,0.709182
0.646,0.711151
0.648,0.713117
0.65,0.715081
0.652,0.717041
0.654,0.718999
0.656,0.720954
0.658,0.722906
0.66,0.724855
0.662,0.726801
0.664,0.728744
0.666,0.730685
0.668,0.732622
0.67,0.734556
0.672,0.736488
0.674,0.738417
0.676,0.740342
0.678,0.742265
0.68,0.744184
0.682,0.746101
0.684,0.748014
0.686,0.749925
0.688,0.751832
0.69,0.753736
0.692,0.755637
0.694,0.757535
0.696,0.75943
0.698,0.761321
0.7,0.76321
0.702,0.765095
0.704,0.766977
0.706,0.768856
0.708,0.770731
0.71,0.772604
0.712,0.774473
0.714,0.776338
0.716,0.778201
0.718,0.78006
0.72,0.781915
0.722,0.783767
0.724,0.785616
0.726,0.787462
0.728,0.789304
0.73,0.791143
0.732,0.792978
0.734,0.794809
0.736,0.796638
0.738,0.798462
0.74,0.800284
0.742,0.802101
0.744,0.803915
0.746,0.805726
0.748,0.807533
0.75,0.809336
0.752,0.811136
0.754,0.812932
0.756,0.814725
0.758,0.816513
0.76,0.818298
0.762,0.82008
0.764,0.821857
0.766,0.823631
0.768,0.825401
0.77,0.827167
0.772,0.82893
0.774,0.830689
0.776,0.832444
0.778,0.834194
0.78,0.835942
0.782,0.837685
0.784,0.839424
0.786,0.84116
0.788,0.842891
0.79,0.844618
0.792,0.846342
0.794,0.848061
0.796,0.849777
0.798,0.851488
0.8,0.853196
0.802,0.854899
0.804,0.856598
0.806,0.858293
0.808,0.859984
0.81,0.861671
0.812,0.863353
0.814,0.865032
0.816,0.866706
0.818,0.868376
0.82,0.870042
0.822,0.871703
0.824,0.87336
0.826,0.875013
0.828,0.876662
0.83,0.878306
0.832,0.879946
0.834,0.881581
0.836,0.883212
0.838,0.884839
0.84,0.886461
0.842,0.888079
0.844,0.889692
0.846,0.891301
0.848,0.892905
0.85,0.894505
0.852,0.8961
0.854,0.89769
0.856,0.899276
0.858,0.900857
0.86,0.902434
0.862,0.904006
0.864,0.905573
0.866,0.907136
0.868,0.908694
0.87,0.910247
0.872,0.911795
0.874,0.913339
0.876,0.914878
0.878,0.916412
0.88,0.917941
0.882,0.919465
0.884,0.920984
0.886,0.922499
0.888,0.924008
0.89,0.925513
0.892,0.927012
0.894,0.928507
0.896,0.929997
0.898,0.931481
0.9,0.932961
0.902,0.934435
0.904,0.935904
0.906,0.937369
0.908,0.938828
0.91,0.940281
0.912,0.94173
0.914,0.943174
0.916,0.944612
0.918,0.946045
0.92,0.947473
0.922,0.948895
0.924,0.950312
0.926,0.951724
0.928,0.95313
0.93,0.954531
0.932,0.955927
0.934,0.957317
0.936,0.958702
0.938,0.960081
0.94,0.961455
0.942,0.962823
0.944,0.964186
0.946,0.965543
0.948,0.966895
0.95,0.968241
0.952,0.969581
0.954,0.970916
0.956,0.972245
0.958,0.973568
0.96,0.974886
0.962,0.976197
0.964,0.977503
0.966,0.978804
0.968,0.980098
0.97,0.981387
0.972,0.98267
0.974,0.983946
0.976,0.985217
0.978,0.986483
0.98,0.987742
0.982,0.988995
0.984,0.990242
0.986,0.991483
0.988,0.992718
0.99,0.993947
0.992,0.99517
0.994,0.996387
0.996,0.997597
0.998,0.998802
1,1
